0,1,2,3,4,5,6,7,8,9,10,11
2.0,66.0,94.0,28.0,16.0,26.0,26.0,30.0,104.0,76.0,49.0,73.0
8.0,65.0,52.0,20.0,18.0,13.0,10.0,13.0,8.0,5.0,11.0,5.0
2.0,17.0,22.0,28.0,13.0,17.0,15.0,17.0,25.0,15.0,13.0,6.0
27.0,54.0,52.0,60.0,31.0,32.0,39.0,20.0,35.0,18.0,10.0,12.0
7.0,110.0,132.0,41.0,37.0,55.0,39.0,56.0,85.0,81.0,80.0,71.0
3.0,12.0,31.0,3.0,3.0,2.0,7.0,6.0,0.0,6.0,5.0,10.0
2.0,50.0,65.0,23.0,20.0,17.0,25.0,15.0,28.0,25.0,35.0,36.0
2.0,20.0,36.0,7.0,3.0,1.0,0.0,2.0,8.0,2.0,7.0,8.0
7.0,25.0,70.0,17.0,15.0,12.0,8.0,15.0,7.0,13.0,7.0,13.0
2.0,40.0,66.0,21.0,15.0,16.0,12.0,21.0,49.0,41.0,15.0,22.0
1.0,26.0,30.0,13.0,11.0,11.0,7.0,6.0,12.0,10.0,20.0,6.0
7.0,13.0,11.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
2.0,41.0,45.0,15.0,7.0,10.0,5.0,6.0,21.0,15.0,15.0,20.0
1.0,16.0,45.0,6.0,3.0,3.0,1.0,1.0,5.0,7.0,1.0,3.0
1.0,16.0,21.0,0.0,3.0,-1.0,1.0,3.0,5.0,5.0,3.0,11.0
17.0,21.0,11.0,11.0,5.0,3.0,7.0,10.0,15.0,25.0,22.0,18.0
23.0,30.0,11.0,16.0,17.0,8.0,12.0,65.0,60.0,39.0,68.0,51.0
36.0,50.0,23.0,11.0,11.0,13.0,13.0,44.0,18.0,17.0,23.0,8.0
21.0,47.0,10.0,7.0,6.0,5.0,12.0,31.0,6.0,3.0,6.0,12.0
10.0,13.0,1.0,2.0,3.0,0.0,1.0,5.0,1.0,5.0,2.0,1.0
6.0,11.0,1.0,1.0,3.0,2.0,1.0,3.0,0.0,1.0,5.0,2.0
20.0,17.0,16.0,12.0,18.0,26.0,36.0,18.0,26.0,15.0,21.0,16.0
35.0,31.0,35.0,26.0,63.0,80.0,55.0,65.0,124.0,107.0,152.0,118.0
11.0,11.0,5.0,3.0,5.0,3.0,6.0,5.0,2.0,6.0,2.0,3.0
2.0,75.0,108.0,92.0,129.0,161.0,102.0,88.0,117.0,97.0,83.0,60.0
1.0,41.0,47.0,34.0,50.0,42.0,23.0,31.0,49.0,40.0,51.0,50.0
32.0,35.0,40.0,34.0,41.0,49.0,30.0,31.0,25.0,23.0,12.0,7.0
8.0,6.0,3.0,3.0,7.0,6.0,8.0,6.0,5.0,3.0,2.0,1.0
3.0,2.0,7.0,6.0,10.0,8.0,1.0,8.0,6.0,16.0,3.0,0.0
3.0,7.0,8.0,8.0,13.0,17.0,16.0,25.0,21.0,11.0,11.0,8.0
21.0,6.0,16.0,20.0,26.0,11.0,17.0,17.0,12.0,6.0,5.0,6.0
27.0,21.0,31.0,40.0,74.0,65.0,56.0,63.0,45.0,49.0,25.0,26.0
16.0,21.0,22.0,22.0,42.0,28.0,23.0,31.0,31.0,32.0,18.0,10.0
18.0,18.0,44.0,44.0,44.0,55.0,37.0,68.0,76.0,51.0,56.0,26.0
40.0,50.0,60.0,55.0,42.0,26.0,17.0,32.0,16.0,18.0,15.0,16.0
3.0,5.0,3.0,7.0,10.0,1.0,3.0,3.0,7.0,7.0,0.0,1.0
8.0,6.0,16.0,17.0,21.0,20.0,20.0,17.0,23.0,27.0,8.0,3.0
73.0,60.0,73.0,81.0,109.0,63.0,47.0,68.0,57.0,42.0,37.0,22.0
37.0,23.0,23.0,36.0,15.0,16.0,15.0,1.0,1.0,0.0,0.0,0.0
7.0,7.0,6.0,7.0,13.0,13.0,13.0,25.0,16.0,12.0,11.0,0.0
15.0,20.0,22.0,23.0,26.0,39.0,17.0,36.0,36.0,40.0,25.0,5.0
8.0,8.0,16.0,16.0,23.0,31.0,26.0,47.0,39.0,20.0,30.0,18.0
22.0,39.0,15.0,22.0,13.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0
1.0,6.0,3.0,12.0,10.0,8.0,11.0,13.0,30.0,11.0,18.0,6.0
47.0,76.0,51.0,60.0,95.0,78.0,59.0,73.0,65.0,46.0,80.0,26.0
28.0,30.0,28.0,41.0,44.0,45.0,22.0,36.0,34.0,32.0,3.0,11.0
7.0,7.0,2.0,10.0,8.0,3.0,7.0,10.0,7.0,10.0,10.0,5.0
7.0,21.0,16.0,15.0,22.0,13.0,17.0,15.0,26.0,13.0,17.0,8.0
10.0,5.0,6.0,7.0,13.0,7.0,11.0,11.0,15.0,5.0,8.0,3.0
10.0,8.0,10.0,11.0,16.0,11.0,15.0,10.0,8.0,1.0,11.0,3.0
25.0,52.0,52.0,45.0,37.0,12.0,13.0,7.0,3.0,0.0,0.0,0.0
6.0,6.0,6.0,7.0,8.0,11.0,7.0,15.0,17.0,7.0,3.0,5.0
18.0,20.0,28.0,44.0,36.0,28.0,23.0,37.0,27.0,46.0,31.0,21.0
6.0,12.0,18.0,15.0,17.0,18.0,13.0,28.0,39.0,39.0,11.0,12.0
20.0,22.0,28.0,32.0,41.0,32.0,30.0,39.0,40.0,21.0,20.0,6.0
5.0,8.0,5.0,13.0,21.0,17.0,10.0,11.0,8.0,20.0,7.0,2.0
3.0,8.0,2.0,12.0,13.0,11.0,11.0,18.0,16.0,20.0,13.0,22.0
20.0,31.0,26.0,39.0,64.0,37.0,52.0,52.0,57.0,64.0,61.0,31.0
6.0,3.0,5.0,3.0,6.0,12.0,10.0,10.0,3.0,2.0,7.0,5.0
7.0,12.0,5.0,7.0,8.0,12.0,13.0,3.0,6.0,3.0,3.0,1.0
6.0,18.0,11.0,13.0,16.0,16.0,12.0,12.0,15.0,11.0,12.0,2.0
11.0,6.0,7.0,13.0,15.0,8.0,20.0,25.0,35.0,64.0,52.0,40.0
5.0,6.0,2.0,16.0,10.0,11.0,6.0,25.0,17.0,15.0,20.0,2.0
12.0,7.0,12.0,11.0,17.0,11.0,12.0,30.0,36.0,12.0,12.0,2.0
23.0,60.0,56.0,51.0,46.0,28.0,5.0,1.0,1.0,1.0,0.0,0.0
13.0,16.0,12.0,26.0,27.0,17.0,17.0,34.0,50.0,26.0,12.0,3.0
8.0,2.0,8.0,12.0,18.0,13.0,18.0,16.0,13.0,22.0,10.0,10.0
3.0,64.0,49.0,59.0,75.0,46.0,23.0,44.0,26.0,13.0,7.0,7.0
5.0,10.0,11.0,10.0,17.0,18.0,13.0,27.0,20.0,20.0,22.0,5.0
3.0,6.0,8.0,17.0,11.0,15.0,8.0,12.0,7.0,15.0,8.0,7.0
6.0,12.0,18.0,16.0,13.0,7.0,15.0,10.0,17.0,37.0,32.0,22.0
5.0,0.0,5.0,15.0,20.0,17.0,20.0,20.0,30.0,46.0,35.0,39.0
1.0,7.0,5.0,10.0,17.0,12.0,15.0,10.0,10.0,16.0,3.0,5.0
5.0,5.0,3.0,3.0,8.0,5.0,13.0,32.0,17.0,7.0,10.0,12.0
8.0,6.0,7.0,11.0,11.0,11.0,6.0,11.0,17.0,7.0,11.0,11.0
8.0,12.0,10.0,8.0,11.0,7.0,13.0,10.0,6.0,10.0,5.0,0.0
1.0,15.0,16.0,25.0,32.0,21.0,18.0,25.0,40.0,30.0,26.0,28.0
1.0,5.0,10.0,10.0,18.0,7.0,15.0,21.0,17.0,10.0,6.0,7.0
2.0,6.0,5.0,6.0,7.0,7.0,3.0,20.0,18.0,16.0,15.0,10.0
3.0,8.0,10.0,20.0,18.0,17.0,10.0,26.0,25.0,15.0,11.0,7.0
1.0,40.0,36.0,30.0,22.0,25.0,22.0,13.0,10.0,2.0,2.0,2.0
1.0,2.0,1.0,3.0,6.0,6.0,6.0,7.0,7.0,12.0,3.0,5.0
2.0,1.0,1.0,1.0,6.0,3.0,7.0,2.0,5.0,7.0,8.0,8.0
1.0,10.0,27.0,35.0,36.0,49.0,50.0,34.0,49.0,41.0,47.0,39.0
2.0,57.0,37.0,50.0,49.0,34.0,31.0,21.0,31.0,12.0,6.0,3.0
1.0,20.0,23.0,50.0,59.0,55.0,50.0,83.0,60.0,42.0,57.0,35.0
12.0,25.0,37.0,44.0,37.0,61.0,55.0,44.0,50.0,35.0,26.0,21.0
3.0,1.0,5.0,2.0,8.0,3.0,12.0,10.0,16.0,12.0,5.0,8.0
35.0,41.0,41.0,56.0,60.0,55.0,60.0,35.0,28.0,6.0,7.0,5.0
16.0,11.0,25.0,31.0,17.0,36.0,30.0,31.0,42.0,35.0,13.0,8.0
15.0,12.0,23.0,22.0,21.0,15.0,18.0,27.0,25.0,20.0,13.0,21.0
27.0,16.0,30.0,41.0,39.0,45.0,30.0,42.0,20.0,30.0,18.0,6.0
26.0,25.0,32.0,20.0,21.0,13.0,15.0,11.0,8.0,8.0,1.0,2.0
11.0,12.0,21.0,15.0,13.0,13.0,16.0,26.0,5.0,6.0,8.0,5.0
10.0,11.0,18.0,15.0,17.0,23.0,35.0,36.0,35.0,30.0,15.0,13.0
5.0,8.0,13.0,16.0,7.0,27.0,20.0,16.0,36.0,35.0,37.0,25.0
6.0,2.0,6.0,13.0,15.0,11.0,11.0,16.0,8.0,13.0,12.0,11.0
25.0,30.0,50.0,70.0,61.0,97.0,107.0,90.0,65.0,51.0,40.0,10.0
6.0,6.0,10.0,10.0,3.0,7.0,12.0,7.0,13.0,11.0,6.0,13.0
2.0,6.0,3.0,7.0,16.0,6.0,17.0,5.0,32.0,40.0,27.0,60.0
15.0,18.0,32.0,34.0,25.0,40.0,20.0,31.0,28.0,23.0,20.0,20.0
2.0,10.0,2.0,15.0,5.0,15.0,28.0,15.0,21.0,8.0,2.0,10.0
6.0,6.0,13.0,13.0,21.0,51.0,27.0,25.0,26.0,34.0,25.0,21.0
1.0,11.0,6.0,15.0,11.0,20.0,11.0,17.0,23.0,26.0,20.0,22.0
5.0,27.0,17.0,26.0,27.0,20.0,26.0,27.0,20.0,18.0,27.0,8.0
1.0,5.0,10.0,20.0,22.0,17.0,23.0,30.0,30.0,22.0,27.0,27.0
3.0,5.0,5.0,3.0,3.0,2.0,15.0,2.0,2.0,5.0,3.0,7.0
2.0,3.0,8.0,17.0,6.0,17.0,13.0,7.0,31.0,23.0,21.0,7.0
1.0,7.0,13.0,15.0,16.0,18.0,23.0,23.0,23.0,21.0,11.0,13.0
1.0,7.0,13.0,21.0,18.0,17.0,17.0,15.0,37.0,36.0,34.0,23.0
1.0,3.0,6.0,5.0,2.0,7.0,1.0,2.0,8.0,7.0,2.0,5.0
1.0,23.0,18.0,65.0,49.0,36.0,47.0,54.0,49.0,36.0,22.0,37.0
1.0,1.0,8.0,8.0,5.0,12.0,15.0,7.0,13.0,5.0,3.0,2.0
1.0,7.0,1.0,2.0,5.0,2.0,13.0,8.0,5.0,8.0,2.0,6.0
1.0,22.0,8.0,25.0,26.0,18.0,39.0,20.0,27.0,37.0,17.0,16.0
1.0,7.0,10.0,22.0,20.0,26.0,21.0,25.0,36.0,30.0,45.0,56.0
2.0,31.0,23.0,47.0,35.0,34.0,37.0,36.0,36.0,35.0,12.0,13.0
28.0,18.0,30.0,30.0,28.0,47.0,68.0,40.0,28.0,13.0,16.0,18.0
13.0,30.0,37.0,45.0,49.0,59.0,41.0,46.0,47.0,25.0,28.0,25.0
7.0,8.0,12.0,12.0,10.0,8.0,30.0,23.0,22.0,32.0,22.0,17.0
6.0,10.0,12.0,15.0,13.0,15.0,21.0,27.0,31.0,23.0,20.0,21.0
32.0,26.0,37.0,27.0,20.0,20.0,37.0,16.0,23.0,15.0,7.0,13.0
12.0,10.0,18.0,16.0,12.0,16.0,23.0,30.0,17.0,22.0,5.0,11.0
18.0,12.0,23.0,20.0,12.0,21.0,35.0,25.0,28.0,41.0,36.0,18.0
8.0,18.0,28.0,52.0,40.0,39.0,50.0,49.0,28.0,28.0,30.0,26.0
16.0,22.0,21.0,10.0,6.0,11.0,10.0,3.0,5.0,5.0,1.0,0.0
23.0,27.0,50.0,35.0,66.0,54.0,60.0,83.0,108.0,110.0,79.0,50.0
8.0,32.0,30.0,21.0,17.0,39.0,41.0,49.0,51.0,45.0,23.0,21.0
2.0,7.0,21.0,7.0,11.0,11.0,15.0,13.0,22.0,11.0,12.0,10.0
21.0,41.0,51.0,35.0,52.0,69.0,80.0,69.0,52.0,57.0,18.0,17.0
20.0,20.0,32.0,27.0,16.0,23.0,11.0,7.0,10.0,2.0,3.0,1.0
22.0,17.0,36.0,46.0,30.0,42.0,47.0,47.0,52.0,61.0,49.0,25.0
11.0,10.0,20.0,10.0,20.0,26.0,31.0,17.0,23.0,16.0,16.0,16.0
20.0,32.0,51.0,41.0,60.0,63.0,66.0,89.0,40.0,45.0,28.0,12.0
6.0,5.0,22.0,15.0,7.0,15.0,16.0,12.0,8.0,5.0,3.0,0.0
32.0,55.0,71.0,61.0,54.0,49.0,80.0,89.0,66.0,45.0,25.0,22.0
17.0,22.0,30.0,25.0,27.0,41.0,39.0,57.0,51.0,57.0,63.0,69.0
5.0,6.0,5.0,5.0,3.0,10.0,7.0,8.0,2.0,6.0,3.0,1.0
3.0,16.0,13.0,15.0,17.0,22.0,32.0,23.0,28.0,28.0,27.0,16.0
6.0,6.0,12.0,8.0,20.0,16.0,23.0,31.0,16.0,21.0,7.0,13.0
17.0,20.0,50.0,51.0,56.0,54.0,63.0,71.0,56.0,45.0,34.0,26.0
6.0,6.0,17.0,10.0,11.0,10.0,15.0,26.0,22.0,17.0,11.0,11.0
5.0,7.0,30.0,17.0,15.0,20.0,32.0,28.0,25.0,8.0,13.0,8.0
3.0,12.0,25.0,20.0,16.0,25.0,18.0,26.0,28.0,16.0,11.0,11.0
16.0,13.0,17.0,11.0,7.0,12.0,25.0,16.0,25.0,15.0,12.0,8.0
13.0,21.0,30.0,36.0,34.0,41.0,41.0,49.0,49.0,32.0,18.0,16.0
7.0,28.0,25.0,16.0,21.0,23.0,36.0,45.0,26.0,23.0,16.0,10.0
34.0,47.0,54.0,59.0,56.0,78.0,69.0,65.0,56.0,31.0,16.0,13.0
30.0,57.0,71.0,55.0,59.0,36.0,34.0,26.0,20.0,15.0,12.0,8.0
11.0,10.0,10.0,2.0,10.0,7.0,2.0,3.0,3.0,1.0,1.0,0.0
59.0,76.0,85.0,57.0,49.0,89.0,98.0,104.0,65.0,40.0,13.0,7.0
6.0,11.0,12.0,3.0,11.0,11.0,37.0,30.0,20.0,17.0,7.0,8.0
16.0,18.0,21.0,28.0,27.0,31.0,40.0,26.0,41.0,36.0,36.0,18.0
5.0,13.0,15.0,6.0,5.0,12.0,13.0,21.0,28.0,13.0,27.0,11.0
10.0,16.0,17.0,10.0,13.0,26.0,51.0,30.0,32.0,25.0,15.0,16.0
18.0,39.0,57.0,92.0,89.0,64.0,79.0,81.0,78.0,65.0,52.0,41.0
2.0,5.0,7.0,11.0,13.0,12.0,10.0,10.0,17.0,8.0,7.0,1.0
3.0,5.0,11.0,6.0,7.0,6.0,5.0,10.0,18.0,3.0,6.0,2.0
6.0,12.0,16.0,28.0,39.0,30.0,25.0,27.0,26.0,34.0,22.0,22.0
11.0,21.0,23.0,20.0,22.0,30.0,28.0,28.0,35.0,16.0,11.0,7.0
1.0,2.0,12.0,6.0,6.0,3.0,1.0,7.0,3.0,0.0,2.0,0.0
3.0,6.0,12.0,10.0,7.0,21.0,18.0,17.0,36.0,32.0,22.0,22.0
6.0,2.0,16.0,15.0,6.0,6.0,11.0,16.0,20.0,13.0,34.0,12.0
2.0,6.0,6.0,5.0,3.0,17.0,17.0,15.0,8.0,5.0,6.0,3.0
6.0,13.0,11.0,6.0,5.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0
1.0,7.0,12.0,8.0,2.0,13.0,6.0,20.0,30.0,13.0,17.0,13.0
2.0,6.0,5.0,0.0,1.0,2.0,6.0,5.0,7.0,8.0,10.0,2.0
7.0,8.0,26.0,28.0,22.0,36.0,41.0,34.0,56.0,36.0,23.0,23.0
1.0,6.0,8.0,10.0,15.0,10.0,13.0,12.0,25.0,8.0,12.0,3.0
1.0,1.0,5.0,6.0,5.0,3.0,3.0,12.0,5.0,2.0,10.0,11.0
31.0,47.0,50.0,52.0,54.0,51.0,60.0,57.0,32.0,15.0,11.0,3.0
45.0,50.0,51.0,75.0,76.0,59.0,75.0,57.0,64.0,40.0,34.0,11.0
36.0,52.0,23.0,45.0,60.0,50.0,55.0,44.0,40.0,26.0,12.0,10.0
1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2.0,25.0,42.0,126.0,89.0,60.0,55.0,45.0,49.0,52.0,55.0,27.0
2.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,-1.0,1.0,0.0
7.0,30.0,25.0,23.0,23.0,20.0,28.0,11.0,3.0,10.0,10.0,8.0
3.0,2.0,21.0,30.0,32.0,28.0,34.0,41.0,27.0,18.0,23.0,16.0
1.0,1.0,5.0,7.0,6.0,7.0,6.0,10.0,8.0,2.0,3.0,2.0
2.0,8.0,6.0,10.0,5.0,6.0,18.0,15.0,15.0,16.0,11.0,7.0
2.0,0.0,0.0,2.0,3.0,1.0,3.0,15.0,99.0,161.0,187.0,110.0
2.0,0.0,51.0,65.0,93.0,97.0,105.0,89.0,71.0,74.0,39.0,26.0
2.0,3.0,1.0,0.0,2.0,0.0,10.0,3.0,1.0,2.0,0.0,2.0
5.0,16.0,16.0,31.0,30.0,31.0,41.0,44.0,42.0,44.0,28.0,7.0
3.0,2.0,0.0,0.0,6.0,2.0,6.0,20.0,144.0,240.0,344.0,257.0
5.0,92.0,114.0,173.0,133.0,105.0,57.0,45.0,32.0,23.0,18.0,8.0
8.0,34.0,20.0,39.0,46.0,34.0,36.0,31.0,27.0,26.0,30.0,17.0
2.0,46.0,70.0,76.0,114.0,105.0,52.0,50.0,40.0,56.0,66.0,32.0
1.0,2.0,20.0,11.0,16.0,16.0,17.0,28.0,21.0,21.0,13.0,12.0
2.0,6.0,40.0,44.0,30.0,37.0,45.0,52.0,46.0,40.0,21.0,22.0
2.0,45.0,47.0,52.0,70.0,52.0,47.0,108.0,50.0,46.0,34.0,26.0
1.0,0.0,0.0,15.0,31.0,31.0,44.0,27.0,20.0,25.0,40.0,30.0
6.0,3.0,36.0,37.0,49.0,28.0,42.0,34.0,34.0,27.0,12.0,22.0
1.0,0.0,0.0,15.0,23.0,26.0,34.0,26.0,22.0,25.0,32.0,17.0
1.0,3.0,25.0,16.0,27.0,30.0,22.0,21.0,13.0,35.0,11.0,5.0
2.0,30.0,30.0,28.0,23.0,12.0,23.0,31.0,23.0,20.0,11.0,6.0
5.0,60.0,65.0,108.0,123.0,103.0,51.0,61.0,40.0,25.0,6.0,7.0
1.0,23.0,28.0,32.0,20.0,22.0,16.0,15.0,26.0,11.0,5.0,10.0
1.0,25.0,18.0,23.0,27.0,28.0,36.0,36.0,30.0,35.0,47.0,39.0
1.0,21.0,13.0,18.0,22.0,23.0,34.0,49.0,49.0,51.0,35.0,31.0
1.0,2.0,15.0,22.0,23.0,36.0,27.0,20.0,23.0,26.0,22.0,13.0
2.0,1.0,12.0,17.0,20.0,16.0,26.0,32.0,26.0,16.0,31.0,13.0
1.0,16.0,7.0,10.0,17.0,22.0,30.0,17.0,30.0,25.0,28.0,45.0
1.0,36.0,36.0,32.0,25.0,20.0,31.0,35.0,31.0,21.0,13.0,6.0
1.0,2.0,3.0,35.0,94.0,98.0,88.0,56.0,39.0,42.0,25.0,27.0
2.0,2.0,22.0,36.0,52.0,63.0,35.0,27.0,35.0,30.0,36.0,8.0
1.0,6.0,90.0,112.0,123.0,117.0,118.0,99.0,60.0,39.0,23.0,17.0
1.0,26.0,26.0,27.0,22.0,45.0,46.0,42.0,35.0,41.0,42.0,37.0
6.0,3.0,3.0,18.0,73.0,104.0,60.0,52.0,64.0,51.0,66.0,84.0
1.0,3.0,0.0,26.0,60.0,88.0,56.0,52.0,35.0,44.0,47.0,42.0
3.0,1.0,1.0,16.0,36.0,37.0,39.0,27.0,44.0,44.0,47.0,27.0
1.0,1.0,7.0,3.0,10.0,5.0,10.0,11.0,3.0,3.0,6.0,5.0
3.0,0.0,0.0,1.0,16.0,17.0,17.0,21.0,23.0,20.0,17.0,20.0
1.0,1.0,0.0,25.0,41.0,70.0,121.0,141.0,158.0,142.0,157.0,114.0
1.0,11.0,93.0,92.0,90.0,60.0,42.0,39.0,115.0,206.0,195.0,100.0
2.0,15.0,6.0,7.0,15.0,8.0,16.0,22.0,16.0,17.0,8.0,11.0
7.0,3.0,1.0,40.0,128.0,162.0,115.0,70.0,93.0,39.0,30.0,11.0
2.0,13.0,2.0,0.0,8.0,57.0,119.0,78.0,52.0,97.0,123.0,93.0
2.0,1.0,2.0,2.0,0.0,3.0,10.0,21.0,15.0,17.0,16.0,17.0
1.0,5.0,0.0,1.0,20.0,23.0,21.0,21.0,17.0,23.0,12.0,16.0
5.0,16.0,18.0,11.0,21.0,16.0,11.0,23.0,16.0,30.0,22.0,13.0
3.0,3.0,0.0,10.0,10.0,12.0,7.0,6.0,10.0,10.0,10.0,5.0
3.0,1.0,7.0,20.0,26.0,28.0,41.0,45.0,41.0,52.0,39.0,17.0
1.0,2.0,16.0,17.0,26.0,61.0,57.0,66.0,56.0,73.0,70.0,44.0
1.0,1.0,17.0,30.0,36.0,26.0,26.0,18.0,15.0,52.0,23.0,18.0
1.0,5.0,23.0,42.0,74.0,66.0,75.0,57.0,35.0,17.0,21.0,11.0
2.0,21.0,20.0,20.0,18.0,20.0,32.0,34.0,16.0,18.0,3.0,15.0
1.0,7.0,11.0,16.0,11.0,17.0,18.0,10.0,13.0,12.0,12.0,10.0
1.0,2.0,23.0,21.0,27.0,26.0,22.0,27.0,39.0,21.0,23.0,45.0
1.0,2.0,0.0,1.0,5.0,44.0,45.0,34.0,46.0,52.0,59.0,44.0
1.0,25.0,18.0,28.0,22.0,31.0,37.0,25.0,22.0,25.0,34.0,20.0
1.0,1.0,55.0,81.0,89.0,89.0,76.0,34.0,66.0,148.0,92.0,36.0
1.0,30.0,22.0,17.0,28.0,25.0,40.0,32.0,31.0,44.0,52.0,21.0
7.0,11.0,5.0,10.0,12.0,6.0,16.0,13.0,20.0,8.0,8.0,6.0
5.0,2.0,1.0,0.0,0.0,1.0,12.0,11.0,6.0,6.0,5.0,6.0
5.0,2.0,0.0,1.0,0.0,0.0,3.0,7.0,0.0,3.0,3.0,3.0
23.0,23.0,41.0,51.0,42.0,55.0,71.0,47.0,40.0,44.0,22.0,8.0
2.0,3.0,1.0,3.0,0.0,2.0,18.0,13.0,11.0,13.0,12.0,10.0
